,entities,text,created_at,id,public_metrics,context_annotations
68,"{'annotations': [{'start': 57, 'end': 58, 'probability': 0.8461, 'type': 'Place', 'normalized_text': 'US'}, {'start': 158, 'end': 159, 'probability': 0.5661, 'type': 'Place', 'normalized_text': 'US'}], 'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/wXYreISlKt', 'expanded_url': 'https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)32009-2/fulltext#tbl1', 'display_url': 'thelancet.com/journals/lance…'}]}","lancet paper (https://t.co/wXYreISlKt) estimates ~10% of US population has been infected with SARS-COV-2 (~5x current reported stats). this would put current US IFR at 0.6%. however, it could be argued that they are underestimating infection counts for several reasons...",2020-09-30T00:22:47.000Z,1311099133411770368,"{'retweet_count': 11, 'reply_count': 5, 'like_count': 37, 'quote_count': 1}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
69,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}]}",@Jason the question is what it will do to the SPAC market...,2020-09-24T21:34:42.000Z,1309244895291416576,"{'retweet_count': 0, 'reply_count': 12, 'like_count': 36, 'quote_count': 0}",
70,"{'annotations': [{'start': 55, 'end': 61, 'probability': 0.5775, 'type': 'Product', 'normalized_text': 'youtube'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'Prh2112K'}]}",@Prh2112K i dont think i said that... you should watch youtube and see who it was. sorry i cant remember who did...,2020-09-21T19:30:34.000Z,1308126494418444290,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029382357', 'name': 'YouTube'}}]"
71,"{'mentions': [{'start': 0, 'end': 7, 'username': 'aakznd'}]}","@aakznd that’s the kind of bet you shouldn’t make.. if you win, it’s unlikely anyone will be around to pay",2020-09-19T15:23:04.000Z,1307339431615971329,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
72,"{'mentions': [{'start': 0, 'end': 15, 'username': 'therealcliffyb'}]}","@therealcliffyb you’re 100% right. over time, absolutely prosperity or incremental prosperity don’t matter. only relative prosperity. and that’s when democracies end.",2020-09-17T16:52:15.000Z,1306637102038364160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
73,,“doing a SPAC” is the new “doing a startup”,2020-09-17T01:40:30.000Z,1306407649857208320,"{'retweet_count': 8, 'reply_count': 9, 'like_count': 130, 'quote_count': 1}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]"
74,,“smoketech” pitch decks will be coming to your inbox soon,2020-09-14T17:23:29.000Z,1305557798453997579,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 37, 'quote_count': 1}",
75,"{'mentions': [{'start': 0, 'end': 8, 'username': 'stopman'}, {'start': 9, 'end': 15, 'username': 'arram'}]}","@stopman @arram yeah those same special interests appear to be the cause of failing public education (teachers unions), racial injustice (police unions), and government bloat and failure (public employees unions). all eliminate the accountability inherent in a free market",2020-09-12T22:26:49.000Z,1304909357851856897,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 45, 'quote_count': 1}",
76,,i'm not sure what it means to be contrarian anymore,2020-08-20T01:10:44.000Z,1296253298677125120,"{'retweet_count': 3, 'reply_count': 12, 'like_count': 89, 'quote_count': 1}",
77,"{'annotations': [{'start': 27, 'end': 33, 'probability': 0.6335, 'type': 'Place', 'normalized_text': 'belgium'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'rabois'}, {'start': 8, 'end': 19, 'username': 'NimaRoohiS'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/g7Fxl1TcTJ', 'expanded_url': 'https://www.bloomberg.com/opinion/articles/2019-11-14/france-s-wealth-tax-should-be-a-warning-for-warren-and-sanders', 'display_url': 'bloomberg.com/opinion/articl…'}]}",@rabois @NimaRoohiS mostly belgium... https://t.co/g7Fxl1TcTJ,2020-08-17T17:16:16.000Z,1295409119298375680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
78,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}, {'start': 7, 'end': 15, 'username': 'balajis'}, {'start': 16, 'end': 28, 'username': 'Bob_Wachter'}], 'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/4TML4BHza7', 'expanded_url': 'https://twitter.com/friedberg/status/1263508830823968768?s=21', 'display_url': 'twitter.com/friedberg/stat…'}]}",@Jason @balajis @Bob_Wachter this has been an observation for some time now.. https://t.co/4TML4BHza7,2020-08-11T03:19:57.000Z,1293024325457580032,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 34, 'quote_count': 1}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
79,"{'mentions': [{'start': 0, 'end': 9, 'username': 'phlndrws'}]}","@phlndrws this is definitely not a winner-take-all situation - there will be choice in the market. we may end up choosing vaccines/therapies like any other consumer product. branding, story telling about efficacy, benefits under different scenarios etc. will drive different preferences",2020-08-06T00:43:40.000Z,1291173056078065664,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879016971186177', 'name': 'Marketing', 'description': 'Marketing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920768310152593408', 'name': 'Common Medication', 'description': 'Common Medication'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
80,"{'mentions': [{'start': 0, 'end': 15, 'username': 'naresh_sunkara'}, {'start': 16, 'end': 24, 'username': 'subes01'}]}","@naresh_sunkara @subes01 not sure that’s stopping anyone from launching a “treatment”. no matter how ill understood the virus, its effects, or potential treatments/vaccines may be, it appears the scale of the harm/uncertainty of the pandemic justifies more therapy risk than has been assumed before now",2020-08-06T00:40:28.000Z,1291172254701821952,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
81,"{'mentions': [{'start': 0, 'end': 15, 'username': 'naresh_sunkara'}, {'start': 16, 'end': 24, 'username': 'subes01'}]}","@naresh_sunkara @subes01 extraordinary funding (on the order of $10Bs) to accelerate/parallelize production while dev/testing still underway, rapid design (sig lower costs in genomics/engineering), evaluation (HT screening), shortened regulatory windows and approvals (EUAs and low burdens of proof) etc",2020-08-06T00:06:34.000Z,1291163722921193473,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847896837532995585', 'name': 'Biology', 'description': 'Biology'}}]"
82,"{'urls': [{'start': 272, 'end': 295, 'url': 'https://t.co/94QGLYvpGb', 'expanded_url': 'https://twitter.com/techreview/status/1291099856442974211', 'display_url': 'twitter.com/techreview/sta…'}]}",preventative covid treatments are going to come faster and be more available than a lot of folks realize... 200+ different approaches each with their own distribution of success and time-to-market = decent prob of widespread protection for large population in ~3-9 months https://t.co/94QGLYvpGb,2020-08-05T20:11:17.000Z,1291104509062602752,"{'retweet_count': 43, 'reply_count': 7, 'like_count': 185, 'quote_count': 9}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752773120', 'name': 'Pharma'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043154690', 'name': 'Eli Lilly and Company'}}]"
83,"{'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/BQwP13JhK5', 'expanded_url': 'https://science.sciencemag.org/content/early/2020/08/04/science.abd3871', 'display_url': 'science.sciencemag.org/content/early/…'}]}","another paper published indicating 20-50% of ppl have T cells cross-reactive to SARS-COV-2 along with evidence this is due to prior exposure to common cold coronaviruses, potentially explaining why such a large % have low/no symptoms and recover quickly https://t.co/BQwP13JhK5",2020-08-05T18:51:04.000Z,1291084322053660672,"{'retweet_count': 192, 'reply_count': 11, 'like_count': 531, 'quote_count': 30}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
84,"{'mentions': [{'start': 0, 'end': 8, 'username': 'JJaz910'}], 'urls': [{'start': 9, 'end': 32, 'url': 'https://t.co/LraiG1OEsf', 'expanded_url': 'https://twitter.com/friedberg/status/1291062593302327296?s=20', 'display_url': 'twitter.com/friedberg/stat…'}]}",@JJaz910 https://t.co/LraiG1OEsf,2020-08-05T17:26:20.000Z,1291062998618931200,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '864911475436957696', 'name': 'Home and garden', 'description': 'Home and garden'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864913136821784576', 'name': 'Gardening', 'description': 'Gardening'}}]"
85,"{'mentions': [{'start': 0, 'end': 6, 'username': 'ct355'}], 'urls': [{'start': 7, 'end': 30, 'url': 'https://t.co/LraiG1OEsf', 'expanded_url': 'https://twitter.com/friedberg/status/1291062593302327296?s=20', 'display_url': 'twitter.com/friedberg/stat…'}]}",@ct355 https://t.co/LraiG1OEsf,2020-08-05T17:25:49.000Z,1291062869404999680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '864911475436957696', 'name': 'Home and garden', 'description': 'Home and garden'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864913136821784576', 'name': 'Gardening', 'description': 'Gardening'}}]"
86,"{'mentions': [{'start': 0, 'end': 12, 'username': 'RandLarsen1'}], 'urls': [{'start': 13, 'end': 36, 'url': 'https://t.co/LraiG1OEsf', 'expanded_url': 'https://twitter.com/friedberg/status/1291062593302327296?s=20', 'display_url': 'twitter.com/friedberg/stat…'}]}",@RandLarsen1 https://t.co/LraiG1OEsf,2020-08-05T17:25:35.000Z,1291062809518731264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '864911475436957696', 'name': 'Home and garden', 'description': 'Home and garden'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864913136821784576', 'name': 'Gardening', 'description': 'Gardening'}}]"
87,,"this fact pattern doesn't indicate some conspiracy or concerning circumstances or behavior. just a very bad, sad series of events and actions.",2020-08-05T17:24:44.000Z,1291062595932184578,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 51, 'quote_count': 1}",
88,,"the ship's owners+operators were contacted, didn't respond. creditors showed up and made claims. ultimately, the ship and its contents were seized by lebanese govt and stored (unsafely) to try to figure out what to do with this large, dangerous, relatively valueless store.",2020-08-05T17:24:44.000Z,1291062594741051392,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 18, 'quote_count': 0}",
89,"{'annotations': [{'start': 61, 'end': 67, 'probability': 0.8953, 'type': 'Place', 'normalized_text': 'moldova'}, {'start': 80, 'end': 85, 'probability': 0.6517, 'type': 'Place', 'normalized_text': 'beirut'}, {'start': 186, 'end': 195, 'probability': 0.8583, 'type': 'Place', 'normalized_text': 'mozambique'}]}","according to some published legal docs, 6yrs ago a ship from moldova stopped in beirut with technical difficulty. was found to be unsafely transporting 2,750 tons of ammonium nitrate to mozambique (likely for sale to farmers)...",2020-08-05T17:24:43.000Z,1291062593948250112,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 14, 'quote_count': 0}",
90,"{'annotations': [{'start': 228, 'end': 229, 'probability': 0.8876, 'type': 'Place', 'normalized_text': 'US'}]}","beirut followup.. ammonium nitrate is one of the world's most common fertilizers. typical US corn farmers use 200-500lbs per acre. 2,750 tons (beirut store) is a small amt - would fertilize ~10-30k acres corn (90m corn acres in US). market value of 2,750tons is ~$1.5m",2020-08-05T17:24:43.000Z,1291062593302327296,"{'retweet_count': 24, 'reply_count': 6, 'like_count': 162, 'quote_count': 5}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '864911475436957696', 'name': 'Home and garden', 'description': 'Home and garden'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864913136821784576', 'name': 'Gardening', 'description': 'Gardening'}}]"
91,"{'annotations': [{'start': 0, 'end': 2, 'probability': 0.3968, 'type': 'Place', 'normalized_text': 'OKC'}]}","OKC bombing = ~1 ton ammonium nitrate, 300+ bldgs and $1b+ damage. beirut explosion = 2,750 ton ammonium nitrate, equivalent to ~2kilotons TNT, about 15% hiroshima a-bomb. to store this much amm nitrate requires a storage bin 50ft (5 stories) high,wide,deep. incredibly sad.",2020-08-05T16:18:39.000Z,1291045965915287552,"{'retweet_count': 25, 'reply_count': 4, 'like_count': 120, 'quote_count': 4}",
92,"{'mentions': [{'start': 0, 'end': 8, 'username': 'chetanp'}, {'start': 127, 'end': 138, 'username': 'ClaraFoods'}]}","@chetanp great opportunity to synthesize eggs using recombinant proteins, stabilizing the supply chain and reducing prices! cc @ClaraFoods",2020-07-20T19:19:14.000Z,1285293207157239808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '824777229892661248', 'name': 'Generic Food', 'description': 'Generic Food'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '842476826526019586', 'name': 'Egg', 'description': 'Egg'}}]"
93,"{'annotations': [{'start': 33, 'end': 43, 'probability': 0.675, 'type': 'Organization', 'normalized_text': 'UC Berkeley'}], 'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/DE6GLhTESd', 'expanded_url': 'https://twitter.com/SpaceflightNow/status/1284971359399968773', 'display_url': 'twitter.com/SpaceflightNow…'}]}",amazing launch. female-led team. UC Berkeley collab (go bears!). mission to study weather and dust storms on mars. good news and leading forward always welcome! https://t.co/DE6GLhTESd,2020-07-19T22:23:35.000Z,1284977210101624832,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 61, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857083369514876928', 'name': 'Weather', 'description': 'Weather'}}]"
94,"{'mentions': [{'start': 0, 'end': 8, 'username': 'chamath'}, {'start': 9, 'end': 15, 'username': 'Jason'}, {'start': 16, 'end': 27, 'username': 'DavidSacks'}]}","@chamath @Jason @DavidSacks well let’s be honest, we also make fun of each other.. but unrelated to our opinions or viewpoints. (mostly driven by our need to check each other’s over-inflated egos)",2020-07-12T17:05:23.000Z,1282360418107707392,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 55, 'quote_count': 0}",
95,"{'annotations': [{'start': 30, 'end': 49, 'probability': 0.513, 'type': 'Other', 'normalized_text': 'The Masks Masquerade'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'nntaleb'}], 'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/qWjIaEZLsE', 'expanded_url': 'https://link.medium.com/hhJMs21jj7', 'display_url': 'link.medium.com/hhJMs21jj7', 'images': [{'url': 'https://pbs.twimg.com/news_img/1335857588693590016/Szkpb5FG?format=png&name=orig', 'width': 600, 'height': 464}, {'url': 'https://pbs.twimg.com/news_img/1335857588693590016/Szkpb5FG?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'The Masks Masquerade', 'description': 'Incompetence and Errors in Reasoning Around Face Covering', 'unwound_url': 'https://link.medium.com/hhJMs21jj7'}]}",RT @nntaleb: I just published The Masks Masquerade https://t.co/qWjIaEZLsE,2020-06-14T19:29:01.000Z,1272249704726724608,"{'retweet_count': 995, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
96,"{'annotations': [{'start': 20, 'end': 49, 'probability': 0.7796, 'type': 'Other', 'normalized_text': 'Infectious Disease Diagnostics'}, {'start': 53, 'end': 68, 'probability': 0.4213, 'type': 'Other', 'normalized_text': 'COVID and Beyond'}], 'urls': [{'start': 112, 'end': 135, 'url': 'https://t.co/c0HKK5Fr2W', 'expanded_url': 'https://us02web.zoom.us/j/89837387391', 'display_url': 'us02web.zoom.us/j/89837387391', 'status': 200, 'unwound_url': 'https://us02web.zoom.us/j/89837387391'}]}","our webinar titled ""Infectious Disease Diagnostics - COVID and Beyond"" is starting in 5 minutes. join us here: 
https://t.co/c0HKK5Fr2W",2020-05-22T15:55:27.000Z,1263861036827869185,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
97,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ericmichbrown'}]}","@ericmichbrown eric-what would be appropriate experimental design to determine if there's immunity imparted by prior coronavirus infection? having serum from C19 patient prior to infection, compare disease severity to these T cell populations, w a large cohort? if so, that seems impossible..?",2020-05-21T22:09:38.000Z,1263592814337617924,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10028564156', 'name': 'Big Brother Brasil', 'description': ""Acompanhe as novidades da 20ª edição do BBB, confira as reações do pessoal ao programa de hoje e fique por dentro das movimentações e estratégias rolando dentro desta 'nave louca'. Será que seu brother/sister preferido irá vencer o prêmio de R$ 1,5 milhão? \n\nFoto via @BBB""}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '1229506941963010048', 'name': 'Big Brother Brasil', 'description': ""Acompanhe as novidades da 20ª edição do BBB, confira as reações do pessoal ao programa de hoje e fique por dentro das movimentações e estratégias rolando dentro desta 'nave louca'. Será que seu brother/sister preferido irá vencer o prêmio de R$ 1,5 milhão? \n\nFoto via @BBB""}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '1229506943036751872', 'name': 'Big Brother Brasil', 'description': ""Acompanhe as novidades da 20ª edição do BBB, confira as reações do pessoal ao programa de hoje e fique por dentro das movimentações e estratégias rolando dentro desta 'nave louca'. Será que seu brother/sister preferido irá vencer o prêmio de R$ 1,5 milhão? \n\nFoto via @BBB""}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
98,"{'mentions': [{'start': 0, 'end': 12, 'username': 'jharinstein'}]}",@jharinstein collected for four years prior to emergence of sars cov 2,2020-05-21T21:32:16.000Z,1263583413849620480,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 64, 'quote_count': 0}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10028564156', 'name': 'Big Brother Brasil', 'description': ""Acompanhe as novidades da 20ª edição do BBB, confira as reações do pessoal ao programa de hoje e fique por dentro das movimentações e estratégias rolando dentro desta 'nave louca'. Será que seu brother/sister preferido irá vencer o prêmio de R$ 1,5 milhão? \n\nFoto via @BBB""}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '1229506941963010048', 'name': 'Big Brother Brasil', 'description': ""Acompanhe as novidades da 20ª edição do BBB, confira as reações do pessoal ao programa de hoje e fique por dentro das movimentações e estratégias rolando dentro desta 'nave louca'. Será que seu brother/sister preferido irá vencer o prêmio de R$ 1,5 milhão? \n\nFoto via @BBB""}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '1229506943036751872', 'name': 'Big Brother Brasil', 'description': ""Acompanhe as novidades da 20ª edição do BBB, confira as reações do pessoal ao programa de hoje e fique por dentro das movimentações e estratégias rolando dentro desta 'nave louca'. Será que seu brother/sister preferido irá vencer o prêmio de R$ 1,5 milhão? \n\nFoto via @BBB""}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
99,"{'annotations': [{'start': 45, 'end': 58, 'probability': 0.9937, 'type': 'Person', 'normalized_text': 'emily crawford'}, {'start': 61, 'end': 71, 'probability': 0.9282, 'type': 'Person', 'normalized_text': 'patrick hsu'}, {'start': 78, 'end': 82, 'probability': 0.7864, 'type': 'Person', 'normalized_text': 'colin'}], 'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/OmnzF5haIg', 'expanded_url': 'https://docs.google.com/forms/d/e/1FAIpQLSd4CwGsuaXQshfX7QOTrYz81efrcxloksLXkaWkBLXDSJgFOg/viewform', 'display_url': 'docs.google.com/forms/d/e/1FAI…'}]}","reminder - i'll be hosting a free webinar w/ emily crawford, patrick hsu, and colin zamecnik tmw 9am. these leading-edge scientists will share thoughts on state of the art tech in use today and what's coming tmw in infectious disease detection.. sign up:
https://t.co/OmnzF5haIg",2020-05-21T18:50:56.000Z,1263542810461958144,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 14, 'quote_count': 1}",
100,"{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/KJkVivaVBf', 'expanded_url': 'https://twitter.com/friedberg/status/1263508830823968768?s=20', 'display_url': 'twitter.com/friedberg/stat…'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'landokravetz'}]}",@landokravetz https://t.co/KJkVivaVBf,2020-05-21T16:43:48.000Z,1263510817590243328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
101,"{'mentions': [{'start': 3, 'end': 15, 'username': 'theallinpod'}, {'start': 34, 'end': 40, 'username': 'Jason'}, {'start': 42, 'end': 50, 'username': 'chamath'}, {'start': 52, 'end': 63, 'username': 'DavidSacks'}, {'start': 70, 'end': 80, 'username': 'friedberg'}]}","RT @theallinpod: episode 3, where @jason, @chamath, @DavidSacks &amp; @friedberg discuss the modern Cold War, pandemic politicization, poopy st…",2020-05-21T16:42:57.000Z,1263510603869548544,"{'retweet_count': 32, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
102,,"""...but it is tempting to speculate that the crossreactive CD4+ T cells may be of value in protective immunity, based on SARS mouse models """,2020-05-21T16:35:55.000Z,1263508833135017988,"{'retweet_count': 23, 'reply_count': 9, 'like_count': 154, 'quote_count': 2}",
103,,"""Whether this immunity is relevant in influencing clinical
outcomes is unknown—and cannot be known without T cell measurements before and after SARSCoV-2 infection of individuals—...""",2020-05-21T16:35:55.000Z,1263508832258383873,"{'retweet_count': 23, 'reply_count': 2, 'like_count': 145, 'quote_count': 4}",
104,,"""... CD4+ T cell responses were detected in 40-60% of unexposed individuals. This may be reflective of some degree of crossreactive, preexisting immunity to SARSCoV-2 in some, but not all, individuals...""",2020-05-21T16:35:54.000Z,1263508831625113600,"{'retweet_count': 41, 'reply_count': 4, 'like_count': 172, 'quote_count': 2}",
105,"{'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/OuwWLrBySp', 'expanded_url': 'https://www.cell.com/action/showPdf?pii=S0092-8674%2820%2930610-3', 'display_url': 'cell.com/action/showPdf…'}]}","amazing paper. 40-60% of population that have NOT had SARS-CoV-2 already have activated T Cells to the virus! likely due to cross-reactivity w/ other ""common cold coronaviruses"". may explain large % having easy time clearing virus and/or mild/no symptoms.  https://t.co/OuwWLrBySp",2020-05-21T16:35:54.000Z,1263508830823968768,"{'retweet_count': 1292, 'reply_count': 103, 'like_count': 3558, 'quote_count': 271}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
